original_name,authoritative_name,uni_id,uni_data_source,canonical_event_key,notes
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20180420_Raleigh_Walkout_GunControl,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20130710_Raleigh_Rally_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20130711_Raleigh_Petition_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20130916_Raleigh_March_OtherIssue,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20131009_Raleigh_Demonstration_Environmental,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20140101_Raleigh_March_ImmigrationFor,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20140111_Raleigh_March_ImmigrationFor,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20140115_Raleigh_Demonstration_Economy,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20140131_Raleigh_Rally_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20140323_Raleigh_Petition_UniversityGovernance,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20140402_Raleigh_Demonstration_AbortionAgainst,
North Carolina State University,North Carolina State University at Raleigh,NA,NA,20140402_Raleigh_Disruption_AbortionAccess,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20160229_Pittsburgh_UnknownForm_AltRight,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20160226_Pittsburgh_March_Economy,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20160413_Pittsburgh_Rally_Trump,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20160413_Pittsburgh_Rally_Trump_2,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20160922_Pittsburgh_Rally_PoliceViolence,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20161117_Pittsburgh_Rally_Trump(Against),
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20170511_Pittsburgh_SymbolicDisplay_AnimalRights,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20170418_Pittsburgh_Vigil_Faith-basedDiscrimination,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20170224_Pittsburgh_InformationDistribution_Environmental,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20161201_Pittsburgh_OtherForm_Environmental,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20170401_Philadelphia_Demonstration_OtherIssue,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20170912_Pittsburgh_March_Labor,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20170918_Pittsburgh_Rally_LGB+(Against),
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20170918_Pittsburgh_Rally_LGB+(For),
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20171114_Pittsburgh_Occupation_UniversityGovernance,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20171117_Pittsburgh_March_Universitygovernance,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20180331_Pittsburgh_March_GunControl,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20180331_Pittsburgh_Disruption_Otherissue,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20180405_Pittsburgh_March_Feminism,
University of Pittsburgh Pittsburgh Campus,University of Pittsburgh-Pittsburgh Campus,NA,NA,20180414_Pittsburgh_March_Otherissue,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20151107_Columbia_Boycott_UniversityGovernance,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20160413_SanMarcos_March_Tuition,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20151104_SanMarcos_Rally_Abortion(Against),
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20151104_SanMarcos_Rally_Abortion(For),
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20151105_SanMarcos_Rally_Abortion(Against),
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20160413_SanMarcos_Symbolicdisplay_Otherissue,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20180205_SanMarcos_March_UniversityGovernance,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20180225_SanMarcos_NoForm_OtherIssue,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20180227_SanMarcos_Demonstration_UniversityGovernance,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20180322_SanMarcos_Walkout_GunControl,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20180411_SanMarcos_Occupation_UniversityGovernance,
Texas State University San Marcos,Texas State University-San Marcos,NA,NA,20141125_SanMarcos_Rally_PoliceViolence,
University of North Carolina Asheville,University of North Carolina at Asheville,NA,NA,20160212_Asheville_March_Environmental,
University of North Carolina Asheville,University of North Carolina at Asheville,NA,NA,20180214_Asheville_Disruption_LGB,
University of North Carolina Asheville,University of North Carolina at Asheville,NA,NA,20180214_Asheville_Demonstration_OtherIssue,
SUNY Brockport,SUNY College at Brockport,NA,NA,20160304_Brockport_Walkout_Tuition,
SUNY Brockport,SUNY College at Brockport,NA,NA,20160304_Brockport_Walkout_Tuition,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121015_Victoria_Picketing_Labor,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20150914_Burnaby_Strike_Labor,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20160314_Burnaby_Petition_Freespeech,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20160227_Vancouver_OtherForm_Environmental,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20180508_Burnaby_Rally_Environmental,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20170525_Burnaby_March_Environmental,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20170515_Burnaby_Petition_UniversityGovernance,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20170101_Burnaby_Petition_IndigenousIssues,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20170127_Burnaby_Petition_LabourAndWork,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20170201_Burnaby_Vigil_IndigenousIssues,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20170224_Burnaby_Petition_LabourAndWork,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121102_Surrey_Picketing_Labor,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121107_Surrey_Picketing_Labor,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121027_Vancouver_Picketing_Labor,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121107_Vancouver_Picketing_Labor,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121001_Burnaby_Strike_Labour,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121012_Burnaby_Rally_Labour,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121113_Burnaby_Picketing_Labour,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121115_Burnaby_Rally_Labour,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121119_Burnaby_Labour,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121120_Burnaby_Picketing_Labour,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20130408_Burnaby_Rally_IndigenousIssues,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121015_Victoria_Picketing_Labor,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20121004_Burnaby_Picketing_Labour,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20131004_Victoria_March_Environmental,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20141113_Burnaby_Rally_Environmental,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20150211_Burnaby_Occupation_TrangenderIssuesFor,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20150225_Burnaby_Petition_UniversityGovernance,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20150318_Burnaby_Rally_UniversityGovernance,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20150301_Burnaby_Petition_UniversityGovernance,
Simon Fraser University,Simon Fraser University,IAU-015440-1,glued,20150619_Burnaby_Strike_LabourAndWork,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,NA,NA,20151109_SanLuisObispo_OtherForm_FreeSpeech,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,NA,NA,20151111_SanLuisObispo_Rally_FaithBasedDiscrimination,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,NA,NA,20151130_SanLuisObispo_OtherForm_CampusClimate,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,NA,NA,20151203_SanLuisObispo_March_HateSpeech,
Polytechnic State University,California Polytechnic State University-San Luis Obispo,NA,NA,20141205_SanLuisObispo_March_PoliceViolence,
University of Calgary,University of Calgary,NA,NA,20141117_Edmonton_March_Tuition,
University of Calgary,University of Calgary,NA,NA,20151201_Calgary_Petition_UniversityGovernance,
University of Calgary,University of Calgary,NA,NA,20160114_Calgary_Informationdistribution_Abortion(Against),
University of Calgary,University of Calgary,NA,NA,20161004_Calgary_Rally_FaithBasedDiscrimination,
University of Calgary,University of Calgary,NA,NA,20170124_Carbondale_Rally_EconomyInequality,
University of Calgary,University of Calgary,NA,NA,20161014_Calgary_Rally_AbortionAccess,
University of Calgary,University of Calgary,NA,NA,20180607_Virtual_Petition_UniversityGovernance,
University of Calgary,University of Calgary,NA,NA,20140929_Calgary_Demonstration,
UNC-Chapel Hill,University of North Carolina at Chapel Hill,NA,NA,20170116_Raleigh_March_PoliceViolence,
UNC-Chapel Hill,University of North Carolina at Chapel Hill,NA,NA,20160926_Durham_March_LGB,
UNC-Chapel Hill,University of North Carolina at Chapel Hill,NA,NA,20160329_ChapelHill_March_Trangender(For),
University of California at Davis,University of California-Davis,NA,NA,20160221_Davis_Inequality,
"NAU",Northern Arizona University,NA,NA,20151013_Flagstaff_March_Guncontrol,
Queens College,CUNY Queens College,NA,NA,20180312_NewYorkCity_Demonstration_LabourAndWork,
Queens College,CUNY Queens College,NA,NA,20151104_Flushing_Disruption_Labor,
Queens College,CUNY Queens College,NA,NA,20151104_Queens_Demonstration_Labor,
Queens College,CUNY Queens College,NA,NA,20151204_NewYorkCity_Occupation_Labor,
Queens College,CUNY Queens College,NA,NA,20160310_NewYorkCity_Rally_PublicFunding,
Queens College,CUNY Queens College,NA,NA,20160324_NewYorkCity_SymbolicDisplay_PublicFunding,
Queens College,CUNY Queens College,NA,NA,20130917_NewYorkCity_Rally_UniversityGovernance,
University of Massachusetts at Amherst,University of Massachusetts Amherst,NA,NA,20151112_Amherst_March_Labor,
University of Massachusetts at Amherst,University of Massachusetts Amherst,NA,NA,20151112_Amherst_March_Labor,
University of New Brunswick,University of New Brunswick,NA,NA,20140113_St.John_Picketing_UniversityGov,
University of New Brunswick,University of New Brunswick,NA,NA,20160608_Fredericton_Rally_Labor,
University of New Brunswick,University of New Brunswick,NA,NA,20140113_St.John_Picketing_UniversityGov,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20160203_Halifax_Strike_Labor,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20160223_Halifax_Rally_Tuition,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20160419_Halifax_Rally_Tuition,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20161102_Halifax_March_Tuition,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20161031_Halifax_OtherForm_Environmental,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20171112_Halifax_Environmental_Occupation,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20180620_Halifax_NoForm_SexualAssault,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20120928_Halifax_March_SexualAssault,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20130205_Halifax_March_Tuition,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20131107_Halifax_Rally_TransgenderIssuesFor,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20140922_Halifax_Rally_TransgenderIssues,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20141117_Halifax_Rally_Tuition,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20141219_Halifax_Rally_SexualViolence,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20150105_Halifax_Rally_SexualViolence,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20150401_Halifax_Petition_OtherIssue,
Dalhousie University,Dalhousie University,IAU-003505-3,glued,20150427_Halifax_Rally_OtherIssue,
Columbia University,Columbia University in the City of New York,NA,NA,20170331_Cambridge_Rally_SexualViolence,
Columbia University,Columbia University in the City of New York,NA,NA,20171129_NewYorkCity_Rally_TuitionFees,
Columbia University,Columbia University in the City of New York,NA,NA,20180201_NewYorkCity_Rally_LabourAndWork,
Columbia University,Columbia University in the City of New York,NA,NA,20180209_NewYorkCity_Demonstration_LabourAndWork,
Columbia University,Columbia University in the City of New York,NA,NA,20151031_Hanover_Symbolicdisplay_Sexualassault,
Columbia University,Columbia University in the City of New York,NA,NA,20170226_NewYorkCity_Symbolic_Pro-Palestine,
Columbia University,Columbia University in the City of New York,NA,NA,20151018_NewYorkCity_Petition_Labor,
Columbia University,Columbia University in the City of New York,NA,NA,20151014_NewYorkCity_Rally_UniversityGovernance,
Columbia University,Columbia University in the City of New York,NA,NA,20151014_NewYorkCity_OtherForm_Environmental,
Columbia University,Columbia University in the City of New York,NA,NA,20151015_NewYorkCity_Sit-In_Labor,
Columbia University,Columbia University in the City of New York,NA,NA,20151027_NewYorkCity_OtherForm_Labor,
Columbia University,Columbia University in the City of New York,NA,NA,20151204_NewYorkCity_March_Labor,
Columbia University,Columbia University in the City of New York,NA,NA,20160216_NewYorkCity_Disruption_Environmental,
Columbia University,Columbia University in the City of New York,NA,NA,20151117_NewYorkCity_Demonstration_AntiRacism,
Columbia University,Columbia University in the City of New York,NA,NA,20151118_NewYorkCity_March_CampusClimate,
Columbia University,Columbia University in the City of New York,NA,NA,20151204_NewYorkCity_Rally_Labor,
Columbia University,Columbia University in the City of New York,NA,NA,20151207_NewYorkCity_Rally_UniversityGovernance,
Columbia University,Columbia University in the City of New York,NA,NA,20151214_NewYorkCity_UnknownForm_UniversityGovernance,
Columbia University,Columbia University in the City of New York,NA,NA,20160330_NewYorkCity_Rally_Labor,
Columbia University,Columbia University in the City of New York,NA,NA,20160414_NewYorkCity_Occupation_UniversityGovernance,
Columbia University,Columbia University in the City of New York,NA,NA,20160414_NewYorkCity_Rally_Environmental,
Columbia University,Columbia University in the City of New York,NA,NA,20160414_NewYorkCity_March_SexualAssault,
Columbia University,Columbia University in the City of New York,NA,NA,20161005_NewYorkCity_InformationDistribution_Labor,
Columbia University,Columbia University in the City of New York,NA,NA,20161028_NewYorkCity_Rally_SexualAssault,
Columbia University,Columbia University in the City of New York,NA,NA,20161109_NewYorkCity_Petition_ImmigrationFor,
Columbia University,Columbia University in the City of New York,NA,NA,20161109_NewYorkCity_Walkout_TrumpAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20161110_NewYorkCity_UnknownForm_TrumpAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20161110_NewYorkCity_Demonstration_TrumpAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20161111_NewYorkCity_Rally_TrumpAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20161111_NewYorkCity_Demonstration_TrumpAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20161116_NewYorkCity-Columbia_Walkout_ImmigrationFor,
Columbia University,Columbia University in the City of New York,NA,NA,20161213_NewYorkCity_Demonstration_IndigenousIssues,
Columbia University,Columbia University in the City of New York,NA,NA,20161219_NewYorkCity_Demonstration_Labor,
Columbia University,Columbia University in the City of New York,NA,NA,20170130_NewYorkCity_Rally_ImmigrationFor,
Columbia University,Columbia University in the City of New York,NA,NA,20170308_NewYorkCity_Walkout_Feminism,
Columbia University,Columbia University in the City of New York,NA,NA,20160901_Virtual_Petition_SexualAssault,
Columbia University,Columbia University in the City of New York,NA,NA,20171010_NewYorkCity_Blockade_WhiteSupremacyAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20171023_NewYorkCity_Rally_UniversityGovernance,
Columbia University,Columbia University in the City of New York,NA,NA,20171029_NewYorkCity_Petition_WhiteSupremacyAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20171030_NewYorkCity_Rally_WhiteSupremacyAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20180201_NewYorkCity_Rally_LabourAndWork,
Columbia University,Columbia University in the City of New York,NA,NA,20180209_NewYorkCity_Demonstration_LabourAndWork,
Columbia University,Columbia University in the City of New York,NA,NA,20180227_NewYorkCity_Demonstration_LabourAndWork,
Columbia University,Columbia University in the City of New York,NA,NA,20180227_NewYorkCity_PressConference_LabourAndWork,
Columbia University,Columbia University in the City of New York,NA,NA,20180327_NewYorkCity_Disruption_FarRightAgainst,
Columbia University,Columbia University in the City of New York,NA,NA,20180406_NewYorkCity_March_SexualAssault,
Columbia University,Columbia University in the City of New York,NA,NA,20180419_NewYorkCity_Occupation_UniversityGovernance,
Columbia University,Columbia University in the City of New York,NA,NA,20180420_NewYorkCity_Petition_SexualAssault,
Columbia University,Columbia University in the City of New York,NA,NA,20180424_NewYorkCity_Strike_LabourAndWork,
Columbia University,Columbia University in the City of New York,NA,NA,20180427_NewYorkCity_Petition_LabourAndWork,
Columbia University,Columbia University in the City of New York,NA,NA,20130929_NewYorkCity_Rally_FaithBasedDiscrimination,
Columbia University,Columbia University in the City of New York,NA,NA,20140930_Ithaca_Rally_SexualAssault,
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20151025_Hattiesburg_Rally_RacializedSymbols,
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20151025_Hattiesburg_Rally_OtherIssue,
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20151108_Hattiesburg_Rally_RacialziedSymbols,
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20151112_Hattiesburg_Rally_CampusClimate,
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20161003_Hattiesburg_Rally_HateCrimes,
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20161114_Hattiesburg_Rally_Trump(Against),
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20170814_Hattiesburg_Vigil_WhiteSupremacy(Against),
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20170926_Hattiesburg_Demonstration_FarRight(For),
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20170820_Hattiesburg_Rally_FarRight(Against),
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20170926_Hattiesburg_March_FarRight(For),
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20141008_Hattiesburg_Demonstration_ProLife,
University of Southern Misissippi,University of Southern Mississippi,NA,NA,20141008_Hattiesburg_Rally_AbortionAccess,
MIT,Massachusetts Institute of Technology,NA,NA,20170928_Cambridge_Blockade_ImmigrationFor,
MIT,Massachusetts Institute of Technology,NA,NA,20180228_Cambridge_Rally_ImmigrationFor,
MIT,Massachusetts Institute of Technology,NA,NA,20151205_Cambridge_March_PoliceViolence,
MIT,Massachusetts Institute of Technology,NA,NA,20140417_Cambridge_March_Environmental,
MIT,Massachusetts Institute of Technology,NA,NA,20151106_Cambridge_Occupation_UniversityGovernance,
MIT,Massachusetts Institute of Technology,NA,NA,20131208_Cambridge_March_Environmental,
MIT,Massachusetts Institute of Technology,NA,NA,20151205_Cambridge_March_PoliceViolence,
Cal State East Bay,California State University-East Bay,NA,NA,20180404_Sacramento_Rally_Tuition,
Cal State East Bay,California State University-East Bay,NA,NA,20160229_Hayward_Picketing_Labor,
Kent State University,Kent State University at Kent,NA,NA,20151003_Kent_Vigil_Sexualassault,
Kent State University,Kent State University at Kent,NA,NA,20151119_Kent_Picketing_Labor,
Kent State University,Kent State University at Kent,NA,NA,20160504_Kent_Vigil_OtherIssue,
Kent State University,Kent State University at Kent,NA,NA,20161009_Kent_March_SexualAssault,
Kent State University,Kent State University at Kent,NA,NA,20170208_Kent_Walkout_PoliticalCorruption,
Kent State University,Kent State University at Kent,NA,NA,20170310_Kent_March_Trump(Against),
Kent State University,Kent State University at Kent,NA,NA,20170310_Kent_March_Trump(For),
Kent State University,Kent State University at Kent,NA,NA,20170406_Kent_Rally_SexualAssault,
Kent State University,Kent State University at Kent,NA,NA,20180314_Kent_Walkout_GunControl,
Kent State University,Kent State University at Kent,NA,NA,20180606_Kent_Demonstration_GunOwnerRights,
Kent State University,Kent State University at Kent,NA,NA,20180427_Kent_Demonstration_GunControl,
Kent State University,Kent State University at Kent,NA,NA,20180427_Kent_Demonstration_GunOwnerRights,
Kent State University,Kent State University at Kent,NA,NA,20131029_Kent_Rally_LGBSexualOrientationAgainst,
Kent State University,Kent State University at Kent,NA,NA,20131029_Kent_Rally_LGBSexualOrientationFor,
Kent State University,Kent State University at Kent,NA,NA,20140219_Kent_Rally_LGBSexualOrientationFor,
Kent State University,Kent State University at Kent,NA,NA,20140215_Columbia_Disruption_LGB+(For),
Kent State University,Kent State University at Kent,NA,NA,20140215_Columbia_Rally_LGB+(Against),
Kent State University,Kent State University at Kent,NA,NA,20140903_Kent_SymbolicDisplay_PoliceViolence,
Kent State University,Kent State University at Kent,NA,NA,20141011_Kent_Rally_Environmental,
Kent State University,Kent State University at Kent,NA,NA,20141125_Kent_March_PoliceViolence,
Kent State University,Kent State University at Kent,NA,NA,20141206_Kent_Rally_PoliceViolence,
Kent State University,Kent State University at Kent,NA,NA,20150311_Kent_Rally_Labor,
McMaster University,McMaster University,NA,NA,20150924_Hamilton_Disruption_OtherIssue,
McMaster University,McMaster University,NA,NA,20180305_Ottawa_Picketing_Labor,
McMaster University,McMaster University,NA,NA,20130113_Hamilton_OtherForm_IndigenousIssues,
McMaster University,McMaster University,NA,NA,20130128_Hamilton_Rally_IndigenousIssues,
McMaster University,McMaster University,NA,NA,20130914_Montreal_Petition_FaithBasedDiscrimination,
McMaster University,McMaster University,NA,NA,20130914_Montreal_Rally_FaithBasedDiscrimination,
McMaster University,McMaster University,NA,NA,20141106_Hamilton_Blockade_AbortionAccess,
McMaster University,McMaster University,NA,NA,20150313_Hamilton_SymbolicDisplay_BDS,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20151101_Honolulu_Petition_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20160504_Honolulu_Rally_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20180314_Manoa_Walkout_GunControl,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20140401_Hilo_InformationDistribution_OtherIssue,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20140401_Honolulu_Demonstration_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20140722_Honolulu_March_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20140723_Honolulu_SitIn_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20140801_Honolulu_Rally_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20140829_Honolulu_Rally_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20141115_Honolulu_SitIn_Labor,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20141119_Honolulu_SitIn_Labor,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20141124_Honolulu_Demonstration_UniversityGovernance,
University of Hawaii Manoa,University of Hawaii at Manoa,NA,NA,20141127_Honolulu_Petition_UniversityGovernance,
Brigham Young University,Brigham Young University-Provo,NA,NA,20171121_SaltLakeCity_Rally_Tuition,
Brigham Young University,Brigham Young University-Provo,NA,NA,20160401_Provo_Petition_Sexualassault,
Brigham Young University,Brigham Young University-Provo,NA,NA,20160401_Provo_Rally_Sexualassault,
Brigham Young University,Brigham Young University-Provo,NA,NA,20160420_Provo_Rally_Sexualassault,
Brigham Young University,Brigham Young University-Provo,NA,NA,20160410_Virtual_Petition_SexualAssault,
Brigham Young University,Brigham Young University-Provo,NA,NA,20161101_Provo_Trump(Against),
Brigham Young University,Brigham Young University-Provo,NA,NA,20170927_SaltLakeCity_Rally_AltRightAgainst,
Brigham Young University,Brigham Young University-Provo,NA,NA,20120914_Provo_OtherForm_UniversityGovernance,
Brigham Young University,Brigham Young University-Provo,NA,NA,20141210_Provo_Symbolicdisplay_PoliceViolence,
SUNY Purchase,SUNY at Purchase College,NA,NA,20160304_Purchase_Walkout_Publicfunding,
SUNY Purchase,SUNY at Purchase College,NA,NA,20160304_Purchase_Walkout_Publicfunding,
St Cloud State University,Saint Cloud State University,NA,NA,20151119_St.Cloud_Rally_Anti-Racism,
St Cloud State University,Saint Cloud State University,NA,NA,20160128_St.Cloud_SymbolicDisplay_Anti-Racism,
St Cloud State University,Saint Cloud State University,NA,NA,20160920_StCloud_Rally_OtherIssue,
Washington University St.Louis,Washington University in St Louis,NA,NA,20151015_StLouis_Petition_SexualAssault,
Washington University St.Louis,Washington University in St Louis,NA,NA,20150929_StLouis_Rally_AbortionAccess,
Washington University St.Louis,Washington University in St Louis,NA,NA,20160923_StLouis_Occupation_PoliceViolence,
Washington University St.Louis,Washington University in St Louis,NA,NA,20161104_StLouis_Demonstration_Transgender(Against),
Washington University St.Louis,Washington University in St Louis,NA,NA,20161104_StLouis_Demonstration_Transgender(For),
Washington University St.Louis,Washington University in St Louis,NA,NA,20161111_StLouis_Rally_Trump(Against),
Washington University St.Louis,Washington University in St Louis,NA,NA,20161111_StLouis_March_Trump(Against),
Washington University St.Louis,Washington University in St Louis,NA,NA,20161117_StLouis_Rally_IndigenousIssues,
Washington University St.Louis,Washington University in St Louis,NA,NA,20170220_StLouis_Demonstration_LGB+(For),
Washington University St.Louis,Washington University in St Louis,NA,NA,20161118_StLouis_Rally_Immigration(For),
Washington University St.Louis,Washington University in St Louis,NA,NA,20161009_StLouis_Rally_UniversityGovernance,
Washington University St.Louis,Washington University in St Louis,NA,NA,20161009_StLouis_March_Economy,
Washington University St.Louis,Washington University in St Louis,NA,NA,20170101_StLouis_Petition_Environmental,
Washington University St.Louis,Washington University in St Louis,NA,NA,20170226_StLouis_Petition_Environmental,
Washington University St.Louis,Washington University in St Louis,NA,NA,20170914_StLouis_Rally_Labour,
Washington University St.Louis,Washington University in St Louis,NA,NA,20170914_StLouis_Petition_Labour,
Washington University St.Louis,Washington University in St Louis,NA,NA,20170921_StLouis_Rally_PoliceViolence,
Washington University St.Louis,Washington University in St Louis,NA,NA,20170922_StLouis_NoForm_Trump(Against),
Washington University St.Louis,Washington University in St Louis,NA,NA,20171006_StLouis_Demonstration_AntiRacism,
Washington University St.Louis,Washington University in St Louis,NA,NA,20171128_StLouis_Rally_Labour,
Washington University St.Louis,Washington University in St Louis,NA,NA,20180214_StLouis_Rally_UniversityGovernance,
